DATE,THREEFF2
1994-07-06,7.2005
1994-07-07,7.1573
1994-07-08,.
1994-07-11,7.3110
1994-07-12,7.2808
1994-07-13,7.2531
1994-07-14,7.0778
1994-07-15,7.0449
1994-07-18,6.9902
1994-07-19,6.9276
1994-07-20,7.0044
1994-07-21,7.0693
1994-07-22,7.1073
1994-07-25,7.0993
1994-07-26,7.1039
1994-07-27,7.1550
1994-07-28,7.1641
1994-07-29,6.9640
1994-08-01,6.9443
1994-08-02,6.9012
1994-08-03,6.8811
1994-08-04,6.8913
1994-08-05,7.0795
1994-08-08,7.1262
1994-08-09,7.1751
1994-08-10,7.1747
1994-08-11,7.2232
1994-08-12,7.2440
1994-08-15,7.2048
1994-08-16,7.1023
1994-08-17,7.0260
1994-08-18,7.1078
1994-08-19,7.1114
1994-08-22,7.1489
1994-08-23,7.1349
1994-08-24,7.0500
1994-08-25,7.0903
1994-08-26,7.0526
1994-08-29,7.0382
1994-08-30,7.0002
1994-08-31,6.9705
1994-09-01,6.9633
1994-09-02,6.9782
1994-09-05,.
1994-09-06,7.0407
1994-09-07,7.0739
1994-09-08,7.0793
1994-09-09,7.2173
1994-09-12,7.2588
1994-09-13,7.2494
1994-09-14,7.2196
1994-09-15,7.1725
1994-09-16,7.3008
1994-09-19,7.3057
1994-09-20,7.3519
1994-09-21,7.3909
1994-09-22,7.3868
1994-09-23,7.3975
1994-09-26,7.4029
1994-09-27,7.4219
1994-09-28,7.4233
1994-09-29,7.5072
1994-09-30,7.5238
1994-10-03,7.5789
1994-10-04,7.6072
1994-10-05,7.6504
1994-10-06,7.6523
1994-10-07,.
1994-10-10,.
1994-10-11,7.5354
1994-10-12,7.5465
1994-10-13,7.5054
1994-10-14,7.4650
1994-10-17,7.4759
1994-10-18,7.4820
1994-10-19,7.5334
1994-10-20,7.6544
1994-10-21,7.6773
1994-10-24,7.7321
1994-10-25,7.7576
1994-10-26,7.7728
1994-10-27,7.7749
1994-10-28,7.7205
1994-10-31,7.7019
1994-11-01,7.7917
1994-11-02,7.8485
1994-11-03,7.8732
1994-11-04,7.9544
1994-11-07,7.9767
1994-11-08,7.9460
1994-11-09,7.8934
1994-11-10,7.9285
1994-11-11,.
1994-11-14,7.9240
1994-11-15,7.9228
1994-11-16,7.9680
1994-11-17,8.0274
1994-11-18,8.0516
1994-11-21,8.0902
1994-11-22,8.0925
1994-11-23,7.9535
1994-11-24,.
1994-11-25,7.9435
1994-11-28,8.0409
1994-11-29,8.1529
1994-11-30,8.1425
1994-12-01,8.1710
1994-12-02,8.1284
1994-12-05,8.1873
1994-12-06,8.0851
1994-12-07,8.1235
1994-12-08,8.1687
1994-12-09,8.1758
1994-12-12,8.2709
1994-12-13,8.3178
1994-12-14,8.2556
1994-12-15,8.2349
1994-12-16,8.2696
1994-12-19,8.2838
1994-12-20,8.2772
1994-12-21,8.2774
1994-12-22,8.3478
1994-12-23,8.3866
1994-12-26,.
1994-12-27,8.3342
1994-12-28,8.3812
1994-12-29,8.4107
1994-12-30,8.4243
1995-01-02,.
1995-01-03,8.4635
1995-01-04,8.3842
1995-01-05,8.4015
1995-01-06,8.3798
1995-01-09,8.3873
1995-01-10,8.3354
1995-01-11,8.2797
1995-01-12,8.2793
1995-01-13,8.1122
1995-01-16,.
1995-01-17,8.1283
1995-01-18,8.1438
1995-01-19,8.1623
1995-01-20,8.1841
1995-01-23,8.2035
1995-01-24,8.2216
1995-01-25,8.1285
1995-01-26,8.0474
1995-01-27,7.9303
1995-01-30,7.8622
1995-01-31,7.8255
1995-02-01,7.8517
1995-02-02,7.8987
1995-02-03,7.6970
1995-02-06,7.6863
1995-02-07,7.6826
1995-02-08,7.6726
1995-02-09,7.7161
1995-02-10,7.7908
1995-02-13,7.7973
1995-02-14,7.7146
1995-02-15,.
1995-02-16,7.5591
1995-02-17,7.5446
1995-02-20,.
1995-02-21,7.5532
1995-02-22,7.4287
1995-02-23,7.3755
1995-02-24,7.3497
1995-02-27,7.2376
1995-02-28,7.2010
1995-03-01,7.1830
1995-03-02,7.2374
1995-03-03,7.3013
1995-03-06,7.3683
1995-03-07,7.4036
1995-03-08,7.3413
1995-03-09,7.2545
1995-03-10,7.1925
1995-03-13,7.1231
1995-03-14,7.0239
1995-03-15,7.0112
1995-03-16,6.9722
1995-03-17,7.0124
1995-03-20,.
1995-03-21,7.0553
1995-03-22,7.1066
1995-03-23,7.1115
1995-03-24,7.0182
1995-03-27,6.9598
1995-03-28,7.0410
1995-03-29,7.0636
1995-03-30,7.1063
1995-03-31,7.1555
1995-04-03,7.1067
1995-04-04,7.0507
1995-04-05,7.0375
1995-04-06,6.9981
1995-04-07,6.9918
1995-04-10,7.0016
1995-04-11,6.9784
1995-04-12,6.9493
1995-04-13,6.8754
1995-04-14,.
1995-04-17,6.8396
1995-04-18,6.8085
1995-04-19,6.8311
1995-04-20,6.7816
1995-04-21,6.7667
1995-04-24,6.7666
1995-04-25,6.7783
1995-04-26,6.7888
1995-04-27,6.8270
1995-04-28,6.8743
1995-05-01,6.8980
1995-05-02,6.8492
1995-05-03,6.7394
1995-05-04,6.6254
1995-05-05,6.4333
1995-05-08,6.4075
1995-05-09,6.3026
1995-05-10,6.3184
1995-05-11,6.3565
1995-05-12,6.3753
1995-05-15,6.3253
1995-05-16,6.2639
1995-05-17,6.2392
1995-05-18,6.3068
1995-05-19,6.3211
1995-05-22,6.3460
1995-05-23,6.2822
1995-05-24,6.1420
1995-05-25,6.0799
1995-05-26,6.0623
1995-05-29,.
1995-05-30,5.9703
1995-05-31,5.9431
1995-06-01,5.8067
1995-06-02,5.6467
1995-06-05,5.6093
1995-06-06,5.6215
1995-06-07,5.7444
1995-06-08,5.8398
1995-06-09,6.0283
1995-06-12,6.0481
1995-06-13,5.7952
1995-06-14,5.7556
1995-06-15,5.7932
1995-06-16,5.8343
1995-06-19,5.7532
1995-06-20,5.7768
1995-06-21,5.7599
1995-06-22,5.6793
1995-06-23,5.6937
1995-06-26,5.7564
1995-06-27,5.8048
1995-06-28,5.7841
1995-06-29,5.9435
1995-06-30,5.9147
1995-07-03,5.9066
1995-07-04,.
1995-07-05,5.8841
1995-07-06,5.7077
1995-07-07,5.6447
1995-07-10,5.6383
1995-07-11,5.6854
1995-07-12,5.6943
1995-07-13,5.6985
1995-07-14,5.7725
1995-07-17,5.8535
1995-07-18,5.9002
1995-07-19,6.0451
1995-07-20,6.0837
1995-07-21,6.1722
1995-07-24,6.1555
1995-07-25,6.1398
1995-07-26,6.1807
1995-07-27,6.1300
1995-07-28,6.1626
1995-07-31,6.1243
1995-08-01,6.1665
1995-08-02,6.1069
1995-08-03,6.1734
1995-08-04,6.1542
1995-08-07,6.1315
1995-08-08,6.1242
1995-08-09,6.1444
1995-08-10,6.1841
1995-08-11,6.2949
1995-08-14,6.3128
1995-08-15,6.3256
1995-08-16,6.3014
1995-08-17,6.3420
1995-08-18,6.3517
1995-08-21,6.3077
1995-08-22,6.3333
1995-08-23,6.3505
1995-08-24,6.2612
1995-08-25,6.1347
1995-08-28,6.0808
1995-08-29,6.1118
1995-08-30,6.0773
1995-08-31,6.0384
1995-09-01,5.9691
1995-09-04,.
1995-09-05,5.9310
1995-09-06,5.9097
1995-09-07,5.9440
1995-09-08,5.9757
1995-09-11,5.9905
1995-09-12,5.9243
1995-09-13,5.9463
1995-09-14,5.8419
1995-09-15,5.8550
1995-09-18,5.9212
1995-09-19,5.9063
1995-09-20,5.8914
1995-09-21,5.9813
1995-09-22,6.0342
1995-09-25,6.0666
1995-09-26,6.0959
1995-09-27,6.1387
1995-09-28,6.1266
1995-09-29,6.0350
1995-10-02,6.0070
1995-10-03,5.9678
1995-10-04,5.9188
1995-10-05,5.8814
1995-10-06,5.8661
1995-10-09,.
1995-10-10,5.8646
1995-10-11,5.8759
1995-10-12,5.8516
1995-10-13,5.7669
1995-10-16,5.7550
1995-10-17,5.7362
1995-10-18,5.7606
1995-10-19,5.7623
1995-10-20,5.8238
1995-10-23,5.8613
1995-10-24,5.8215
1995-10-25,5.7840
1995-10-26,5.7818
1995-10-27,5.7848
1995-10-30,5.7715
1995-10-31,5.7613
1995-11-01,5.6772
1995-11-02,5.6008
1995-11-03,5.5876
1995-11-06,5.6026
1995-11-07,5.6301
1995-11-08,5.5659
1995-11-09,5.5770
1995-11-10,5.6092
1995-11-13,5.5770
1995-11-14,5.5556
1995-11-15,5.5821
1995-11-16,5.5285
1995-11-17,5.5131
1995-11-20,5.5058
1995-11-21,5.5343
1995-11-22,5.5459
1995-11-23,.
1995-11-24,5.5389
1995-11-27,5.5102
1995-11-28,5.5051
1995-11-29,5.4753
1995-11-30,5.3902
1995-12-01,5.3392
1995-12-04,5.2659
1995-12-05,5.2675
1995-12-06,5.2869
1995-12-07,5.3240
1995-12-08,5.3675
1995-12-11,5.3502
1995-12-12,5.3689
1995-12-13,5.3864
1995-12-14,5.3876
1995-12-15,5.3826
1995-12-18,5.4829
1995-12-19,5.4465
1995-12-20,5.4157
1995-12-21,5.4404
1995-12-22,5.4188
1995-12-25,.
1995-12-26,5.4080
1995-12-27,5.3829
1995-12-28,5.3505
1995-12-29,5.3049
1996-01-01,.
1996-01-02,5.3016
1996-01-03,5.2653
1996-01-04,5.2820
1996-01-05,5.3057
1996-01-08,5.2973
1996-01-09,5.2950
1996-01-10,5.3639
1996-01-11,5.3572
1996-01-12,5.3146
1996-01-15,.
1996-01-16,5.2275
1996-01-17,5.1445
1996-01-18,5.0914
1996-01-19,5.0943
1996-01-22,5.1454
1996-01-23,5.1879
1996-01-24,5.1573
1996-01-25,5.2179
1996-01-26,5.1901
1996-01-29,5.1870
1996-01-30,5.1342
1996-01-31,5.0734
1996-02-01,5.0483
1996-02-02,5.0482
1996-02-05,5.0906
1996-02-06,5.0758
1996-02-07,5.0721
1996-02-08,5.0687
1996-02-09,5.0448
1996-02-12,4.9840
1996-02-13,4.9341
1996-02-14,4.9466
1996-02-15,5.0042
1996-02-16,5.0514
1996-02-19,.
1996-02-20,5.3221
1996-02-21,5.3910
1996-02-22,5.3392
1996-02-23,5.3733
1996-02-26,5.4210
1996-02-27,5.4973
1996-02-28,5.5848
1996-02-29,5.6417
1996-03-01,5.5337
1996-03-04,5.4488
1996-03-05,5.4917
1996-03-06,5.5762
1996-03-07,5.6370
1996-03-08,5.9652
1996-03-11,6.0193
1996-03-12,6.0756
1996-03-13,6.0887
1996-03-14,6.0965
1996-03-15,6.2078
1996-03-18,6.2214
1996-03-19,6.2099
1996-03-20,6.1208
1996-03-21,6.0829
1996-03-22,6.0995
1996-03-25,6.0529
1996-03-26,6.0401
1996-03-27,6.1289
1996-03-28,6.2130
1996-03-29,6.1644
1996-04-01,6.1405
1996-04-02,6.0898
1996-04-03,6.1041
1996-04-04,6.1606
1996-04-05,6.4220
1996-04-08,6.5207
1996-04-09,6.5074
1996-04-10,6.5527
1996-04-11,6.6135
1996-04-12,6.4924
1996-04-15,6.4118
1996-04-16,6.4010
1996-04-17,6.4387
1996-04-18,6.4922
1996-04-19,6.4602
1996-04-22,6.3968
1996-04-23,6.3990
1996-04-24,6.4174
1996-04-25,6.4195
1996-04-26,6.3890
1996-04-29,6.4293
1996-04-30,6.4967
1996-05-01,6.5186
1996-05-02,6.6659
1996-05-03,6.7367
1996-05-06,6.7204
1996-05-07,6.7329
1996-05-08,6.7083
1996-05-09,6.7063
1996-05-10,6.6251
1996-05-13,6.5779
1996-05-14,6.5106
1996-05-15,6.4840
1996-05-16,6.5340
1996-05-17,6.5153
1996-05-20,6.4725
1996-05-21,6.4802
1996-05-22,6.4552
1996-05-23,6.4907
1996-05-24,6.4829
1996-05-27,.
1996-05-28,6.4904
1996-05-29,6.5872
1996-05-30,6.6361
1996-05-31,6.7198
1996-06-03,6.7732
1996-06-04,6.7654
1996-06-05,6.7436
1996-06-06,6.6671
1996-06-07,6.8409
1996-06-10,6.8932
1996-06-11,6.9219
1996-06-12,6.9503
1996-06-13,6.9456
1996-06-14,6.8920
1996-06-17,6.8391
1996-06-18,6.8386
1996-06-19,6.8731
1996-06-20,6.9022
1996-06-21,6.8810
1996-06-24,6.8655
1996-06-25,6.8303
1996-06-26,6.8229
1996-06-27,6.7523
1996-06-28,6.6411
1996-07-01,6.6242
1996-07-02,6.6768
1996-07-03,6.6711
1996-07-04,.
1996-07-05,6.9229
1996-07-08,6.9847
1996-07-09,6.9654
1996-07-10,6.8884
1996-07-11,6.8305
1996-07-12,6.7876
1996-07-15,6.8065
1996-07-16,6.7560
1996-07-17,6.7255
1996-07-18,6.6221
1996-07-19,6.6477
1996-07-22,6.6996
1996-07-23,6.7034
1996-07-24,6.7314
1996-07-25,6.7379
1996-07-26,6.7327
1996-07-29,6.7901
1996-07-30,6.7792
1996-07-31,6.6984
1996-08-01,6.5467
1996-08-02,6.3714
1996-08-05,6.3389
1996-08-06,6.3523
1996-08-07,6.3641
1996-08-08,6.3730
1996-08-09,6.3362
1996-08-12,6.3170
1996-08-13,6.3691
1996-08-14,6.3899
1996-08-15,6.4236
1996-08-16,6.3856
1996-08-19,6.4022
1996-08-20,6.4038
1996-08-21,6.4182
1996-08-22,6.4338
1996-08-23,6.5324
1996-08-26,.
1996-08-27,6.6314
1996-08-28,6.6556
1996-08-29,6.7096
1996-08-30,6.8292
1996-09-02,.
1996-09-03,6.8489
1996-09-04,6.8665
1996-09-05,6.8957
1996-09-06,6.8633
1996-09-09,6.8202
1996-09-10,6.8397
1996-09-11,6.8593
1996-09-12,6.7993
1996-09-13,6.6406
1996-09-16,6.6106
1996-09-17,6.6807
1996-09-18,6.7224
1996-09-19,6.7335
1996-09-20,6.7501
1996-09-23,6.7306
1996-09-24,6.6480
1996-09-25,6.5848
1996-09-26,6.5381
1996-09-27,6.5610
1996-09-30,6.6115
1996-10-01,6.5628
1996-10-02,6.5066
1996-10-03,6.4963
1996-10-04,6.3584
1996-10-07,6.3576
1996-10-08,6.3627
1996-10-09,6.3930
1996-10-10,6.4565
1996-10-11,6.3873
1996-10-14,.
1996-10-15,6.3706
1996-10-16,6.3809
1996-10-17,6.3202
1996-10-18,6.3045
1996-10-21,6.3229
1996-10-22,6.3635
1996-10-23,6.3586
1996-10-24,6.3655
1996-10-25,6.3372
1996-10-28,6.3420
1996-10-29,6.1956
1996-10-30,6.1651
1996-10-31,6.1299
1996-11-01,6.1323
1996-11-04,6.1165
1996-11-05,6.0543
1996-11-06,6.0532
1996-11-07,6.0147
1996-11-08,6.0386
1996-11-11,.
1996-11-12,5.9877
1996-11-13,5.9835
1996-11-14,6.0987
1996-11-15,5.9786
1996-11-18,5.9639
1996-11-19,5.9331
1996-11-20,5.9064
1996-11-21,5.9130
1996-11-22,5.9239
1996-11-25,5.9104
1996-11-26,5.9043
1996-11-27,5.9079
1996-11-28,.
1996-11-29,5.8371
1996-12-02,5.8412
1996-12-03,5.8337
1996-12-04,5.8850
1996-12-05,5.9922
1996-12-06,6.0464
1996-12-09,6.0219
1996-12-10,6.0352
1996-12-11,6.1764
1996-12-12,6.2252
1996-12-13,6.1760
1996-12-16,6.2183
1996-12-17,6.2637
1996-12-18,6.3061
1996-12-19,6.2326
1996-12-20,6.2177
1996-12-23,6.2140
1996-12-24,6.2151
1996-12-25,.
1996-12-26,6.2128
1996-12-27,6.1715
1996-12-30,6.1595
1996-12-31,6.2514
1997-01-01,.
1997-01-02,6.3584
1997-01-03,6.3577
1997-01-06,6.3712
1997-01-07,6.3944
1997-01-08,6.4244
1997-01-09,6.3615
1997-01-10,6.4641
1997-01-13,6.4870
1997-01-14,6.4054
1997-01-15,6.3878
1997-01-16,6.4194
1997-01-17,6.4154
1997-01-20,.
1997-01-21,6.3864
1997-01-22,6.4039
1997-01-23,6.4467
1997-01-24,6.4832
1997-01-27,6.5260
1997-01-28,6.4903
1997-01-29,6.4733
1997-01-30,6.4458
1997-01-31,6.3614
1997-02-03,6.2940
1997-02-04,6.2671
1997-02-05,6.2832
1997-02-06,6.2935
1997-02-07,6.2443
1997-02-10,6.2281
1997-02-11,6.2289
1997-02-12,.
1997-02-13,6.1699
1997-02-14,6.1155
1997-02-17,.
1997-02-18,6.1177
1997-02-19,6.1333
1997-02-20,6.2005
1997-02-21,6.2025
1997-02-24,6.2305
1997-02-25,6.2479
1997-02-26,6.4107
1997-02-27,6.4644
1997-02-28,6.4770
1997-03-03,6.4975
1997-03-04,6.5214
1997-03-05,6.5272
1997-03-06,6.5541
1997-03-07,6.5097
1997-03-10,6.5075
1997-03-11,6.5095
1997-03-12,6.5383
1997-03-13,6.6486
1997-03-14,6.6438
1997-03-17,6.6633
1997-03-18,6.6723
1997-03-19,6.6919
1997-03-20,6.7112
1997-03-21,6.7216
1997-03-24,6.7034
1997-03-25,6.7283
1997-03-26,6.7787
1997-03-27,6.8886
1997-03-28,.
1997-03-31,6.9250
1997-04-01,6.9143
1997-04-02,6.9069
1997-04-03,6.8992
1997-04-04,6.9544
1997-04-07,6.9230
1997-04-08,6.9531
1997-04-09,6.9662
1997-04-10,6.9778
1997-04-11,7.0489
1997-04-14,7.0665
1997-04-15,6.9842
1997-04-16,6.9873
1997-04-17,6.9508
1997-04-18,6.9207
1997-04-21,6.9478
1997-04-22,6.9257
1997-04-23,6.9545
1997-04-24,7.0075
1997-04-25,7.0355
1997-04-28,7.0191
1997-04-29,6.8551
1997-04-30,6.7646
1997-05-01,6.7274
1997-05-02,6.7080
1997-05-05,6.7070
1997-05-06,6.7188
1997-05-07,6.7969
1997-05-08,6.7768
1997-05-09,6.7114
1997-05-12,6.6838
1997-05-13,6.7446
1997-05-14,6.7216
1997-05-15,6.7044
1997-05-16,6.7294
1997-05-19,6.7367
1997-05-20,6.6952
1997-05-21,6.7113
1997-05-22,6.7436
1997-05-23,6.7194
1997-05-26,.
1997-05-27,6.7861
1997-05-28,6.8161
1997-05-29,6.7960
1997-05-30,6.7281
1997-06-02,6.7223
1997-06-03,6.6977
1997-06-04,6.6837
1997-06-05,6.6763
1997-06-06,6.5818
1997-06-09,6.6115
1997-06-10,6.6386
1997-06-11,6.6484
1997-06-12,6.5639
1997-06-13,6.5041
1997-06-16,6.4703
1997-06-17,6.4864
1997-06-18,6.4667
1997-06-19,6.4617
1997-06-20,6.4332
1997-06-23,6.4492
1997-06-24,6.4561
1997-06-25,6.4820
1997-06-26,6.5176
1997-06-27,6.5201
1997-06-30,6.5392
1997-07-01,6.4827
1997-07-02,6.4470
1997-07-03,6.3372
1997-07-04,.
1997-07-07,6.2877
1997-07-08,6.2841
1997-07-09,6.2575
1997-07-10,6.2543
1997-07-11,6.2376
1997-07-14,6.2629
1997-07-15,6.2606
1997-07-16,6.2079
1997-07-17,6.1964
1997-07-18,6.2239
1997-07-21,6.2473
1997-07-22,6.1533
1997-07-23,6.1229
1997-07-24,6.1185
1997-07-25,6.1348
1997-07-28,6.1197
1997-07-29,6.0542
1997-07-30,6.0006
1997-07-31,5.9510
1997-08-01,6.1023
1997-08-04,6.1591
1997-08-05,6.1831
1997-08-06,6.1749
1997-08-07,6.1726
1997-08-08,6.3051
1997-08-11,6.3192
1997-08-12,6.3451
1997-08-13,6.3119
1997-08-14,6.2349
1997-08-15,6.2004
1997-08-18,6.1407
1997-08-19,6.1408
1997-08-20,6.1701
1997-08-21,6.2292
1997-08-22,6.2920
1997-08-25,6.3308
1997-08-26,6.3334
1997-08-27,6.3418
1997-08-28,6.2729
1997-08-29,6.3006
1997-09-01,.
1997-09-02,6.2786
1997-09-03,6.3013
1997-09-04,6.3228
1997-09-05,6.3489
1997-09-08,6.3394
1997-09-09,6.3433
1997-09-10,6.3716
1997-09-11,6.3946
1997-09-12,6.3166
1997-09-15,6.2947
1997-09-16,6.1406
1997-09-17,6.1016
1997-09-18,6.1096
1997-09-19,6.1063
1997-09-22,6.0861
1997-09-23,6.1202
1997-09-24,6.1000
1997-09-25,6.1841
1997-09-26,6.1670
1997-09-29,6.1680
1997-09-30,6.1788
1997-10-01,6.1039
1997-10-02,6.0621
1997-10-03,6.0409
1997-10-06,5.9957
1997-10-07,5.9628
1997-10-08,6.0747
1997-10-09,6.1103
1997-10-10,6.1680
1997-10-13,.
1997-10-14,6.1198
1997-10-15,6.1457
1997-10-16,6.1500
1997-10-17,6.2263
1997-10-20,6.2319
1997-10-21,6.2420
1997-10-22,6.2272
1997-10-23,6.1271
1997-10-24,6.0849
1997-10-27,5.9459
1997-10-28,5.9881
1997-10-29,5.9274
1997-10-30,5.8633
1997-10-31,5.8470
1997-11-03,5.9042
1997-11-04,5.9476
1997-11-05,5.9501
1997-11-06,5.9110
1997-11-07,5.9043
1997-11-10,5.9161
1997-11-11,.
1997-11-12,5.8965
1997-11-13,5.8760
1997-11-14,5.8705
1997-11-17,5.8645
1997-11-18,5.8642
1997-11-19,5.8346
1997-11-20,5.8585
1997-11-21,5.8321
1997-11-24,5.8684
1997-11-25,5.8758
1997-11-26,5.8936
1997-11-27,.
1997-11-28,5.9150
1997-12-01,5.9292
1997-12-02,5.9334
1997-12-03,5.9071
1997-12-04,5.8905
1997-12-05,5.9568
1997-12-08,6.0119
1997-12-09,6.0046
1997-12-10,5.9522
1997-12-11,5.8788
1997-12-12,5.8030
1997-12-15,5.8250
1997-12-16,5.8217
1997-12-17,5.8421
1997-12-18,5.8111
1997-12-19,5.7780
1997-12-22,5.7621
1997-12-23,5.7551
1997-12-24,5.7571
1997-12-25,.
1997-12-26,5.7617
1997-12-29,5.7716
1997-12-30,5.7962
1997-12-31,5.7509
1998-01-01,.
1998-01-02,5.6703
1998-01-05,5.5212
1998-01-06,5.4586
1998-01-07,5.4823
1998-01-08,5.3977
1998-01-09,5.2796
1998-01-12,5.2671
1998-01-13,5.2939
1998-01-14,5.3287
1998-01-15,5.3422
1998-01-16,5.4087
1998-01-19,.
1998-01-20,5.4387
1998-01-21,5.4165
1998-01-22,5.3992
1998-01-23,5.5141
1998-01-26,5.4965
1998-01-27,5.5567
1998-01-28,5.5633
1998-01-29,5.4523
1998-01-30,5.4016
1998-02-02,5.4228
1998-02-03,5.4122
1998-02-04,5.4038
1998-02-05,5.4550
1998-02-06,5.4747
1998-02-09,5.5109
1998-02-10,5.5065
1998-02-11,5.4633
1998-02-12,5.4553
1998-02-13,5.4233
1998-02-16,.
1998-02-17,5.3867
1998-02-18,5.4177
1998-02-19,5.4405
1998-02-20,5.4622
1998-02-23,5.5072
1998-02-24,5.6314
1998-02-25,5.6071
1998-02-26,5.6276
1998-02-27,5.6093
1998-03-02,5.6748
1998-03-03,5.7390
1998-03-04,5.7497
1998-03-05,5.7671
1998-03-06,5.7341
1998-03-09,5.6933
1998-03-10,5.6903
1998-03-11,5.6659
1998-03-12,5.6153
1998-03-13,5.6207
1998-03-16,5.5969
1998-03-17,5.6089
1998-03-18,5.6243
1998-03-19,5.6301
1998-03-20,5.6203
1998-03-23,5.6189
1998-03-24,5.6232
1998-03-25,5.6796
1998-03-26,5.7356
1998-03-27,5.7629
1998-03-30,5.7974
1998-03-31,5.7557
1998-04-01,5.7049
1998-04-02,5.6566
1998-04-03,5.5543
1998-04-06,5.5729
1998-04-07,5.5878
1998-04-08,5.6287
1998-04-09,5.6475
1998-04-10,.
1998-04-13,5.7223
1998-04-14,5.7030
1998-04-15,5.6840
1998-04-16,5.6649
1998-04-17,5.6652
1998-04-20,5.7102
1998-04-21,5.7564
1998-04-22,5.7641
1998-04-23,5.7733
1998-04-24,5.7594
1998-04-27,5.8802
1998-04-28,5.9087
1998-04-29,5.9255
1998-04-30,5.8116
1998-05-01,5.7818
1998-05-04,5.7791
1998-05-05,5.7982
1998-05-06,5.7500
1998-05-07,5.7384
1998-05-08,5.7662
1998-05-11,5.8321
1998-05-12,5.7761
1998-05-13,5.7503
1998-05-14,5.7698
1998-05-15,5.7698
1998-05-18,5.7273
1998-05-19,5.7277
1998-05-20,5.6880
1998-05-21,5.7266
1998-05-22,5.7232
1998-05-25,.
1998-05-26,5.6936
1998-05-27,5.6646
1998-05-28,5.6818
1998-05-29,5.6822
1998-06-01,5.6649
1998-06-02,5.6841
1998-06-03,5.6944
1998-06-04,5.7174
1998-06-05,5.7211
1998-06-08,5.7224
1998-06-09,5.7242
1998-06-10,5.6654
1998-06-11,5.5667
1998-06-12,5.5279
1998-06-15,5.4944
1998-06-16,5.5482
1998-06-17,5.6291
1998-06-18,5.6160
1998-06-19,5.5867
1998-06-22,5.5875
1998-06-23,5.5820
1998-06-24,5.5944
1998-06-25,5.6219
1998-06-26,5.6255
1998-06-29,5.6456
1998-06-30,5.6156
1998-07-01,5.5879
1998-07-02,5.5599
1998-07-03,.
1998-07-06,5.5359
1998-07-07,5.5510
1998-07-08,5.5591
1998-07-09,5.5313
1998-07-10,5.5275
1998-07-13,5.5643
1998-07-14,5.5808
1998-07-15,5.5703
1998-07-16,5.5831
1998-07-17,5.5900
1998-07-20,5.5671
1998-07-21,5.5516
1998-07-22,5.5596
1998-07-23,5.5537
1998-07-24,5.5634
1998-07-27,5.5750
1998-07-28,5.5887
1998-07-29,5.6161
1998-07-30,5.6125
1998-07-31,5.6105
1998-08-03,5.5663
1998-08-04,5.5327
1998-08-05,5.5088
1998-08-06,5.5068
1998-08-07,5.4649
1998-08-10,5.4657
1998-08-11,5.4290
1998-08-12,5.4347
1998-08-13,5.4741
1998-08-14,5.4469
1998-08-17,5.4343
1998-08-18,5.4424
1998-08-19,5.4396
1998-08-20,5.4103
1998-08-21,5.3416
1998-08-24,5.2970
1998-08-25,5.2386
1998-08-26,5.2164
1998-08-27,5.0956
1998-08-28,5.0473
1998-08-31,5.0102
1998-09-01,4.9994
1998-09-02,5.0399
1998-09-03,5.0124
1998-09-04,5.0015
1998-09-07,.
1998-09-08,5.0052
1998-09-09,4.8896
1998-09-10,4.6662
1998-09-11,4.7082
1998-09-14,4.7236
1998-09-15,4.7459
1998-09-16,4.7452
1998-09-17,4.6875
1998-09-18,4.6148
1998-09-21,4.6169
1998-09-22,4.6482
1998-09-23,4.5765
1998-09-24,4.5053
1998-09-25,4.4686
1998-09-28,4.4798
1998-09-29,4.4744
1998-09-30,4.3353
1998-10-01,4.2012
1998-10-02,4.1889
1998-10-05,4.0834
1998-10-06,4.1483
1998-10-07,4.2429
1998-10-08,4.4084
1998-10-09,4.6077
1998-10-12,.
1998-10-13,4.6361
1998-10-14,4.5342
1998-10-15,4.5191
1998-10-16,4.3163
1998-10-19,4.3002
1998-10-20,4.3629
1998-10-21,4.3947
1998-10-22,4.4263
1998-10-23,4.4940
1998-10-26,4.5090
1998-10-27,4.4148
1998-10-28,4.3466
1998-10-29,4.2793
1998-10-30,4.3484
1998-11-02,4.4900
1998-11-03,4.4899
1998-11-04,4.6213
1998-11-05,4.6503
1998-11-06,4.7653
1998-11-09,4.7361
1998-11-10,4.6870
1998-11-11,.
1998-11-12,4.6468
1998-11-13,4.6754
1998-11-16,4.7033
1998-11-17,4.7240
1998-11-18,4.7280
1998-11-19,4.7705
1998-11-20,4.7596
1998-11-23,4.7572
1998-11-24,4.7754
1998-11-25,4.7565
1998-11-26,.
1998-11-27,4.7339
1998-11-30,4.6427
1998-12-01,4.5497
1998-12-02,4.4445
1998-12-03,4.4250
1998-12-04,4.4984
1998-12-07,4.5963
1998-12-08,4.5450
1998-12-09,4.5083
1998-12-10,4.4571
1998-12-11,4.5152
1998-12-14,4.4886
1998-12-15,4.5314
1998-12-16,4.4817
1998-12-17,4.4934
1998-12-18,4.5140
1998-12-21,4.5876
1998-12-22,4.6422
1998-12-23,4.7665
1998-12-24,4.8563
1998-12-25,.
1998-12-28,4.8028
1998-12-29,4.7262
1998-12-30,4.6636
1998-12-31,4.6491
1999-01-01,.
1999-01-04,4.6709
1999-01-05,4.7243
1999-01-06,4.7166
1999-01-07,4.7494
1999-01-08,4.8418
1999-01-11,4.8976
